text,label,category,is_mixed
"Wrong item delivered — ordered size L, got size S",1,damage,0
no knock or ring — package left on the street.,3,driver_conduct,0
Delivery person did not follow contactless instructions.,3,driver_conduct,0
Waited 62 extra minutes because of road congesyion!,0,delay,0
Superb service. Will definitely use again.,4,positive,0
Driver refused to carry package to my floor.,3,driver_conduct,0
Driver was 35 min late and also quite rude about it.,0,delay,1
Got mt package.,4,positive,1
Fastest delivery I have ever had. Very impressed.,4,positive,0
Delivery conformed at the door.,4,positive,1
Driver gave me the wrong order and was dismissive when I asked!,0,delay,1
Traffic caused a 77-minute delay. Please improve routing.,0,delay,0
Traffic caused a 30-minute delay. Please improve routing.,0,delay,0
Order took over 38 minutes due to heavy traffic.,0,delay,0
Driver refused to carry package to my floor.,3,driver_conduct,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Order was processed and delivered.,4,positive,1
delivery confirmed ay the door.,4,positive,1
Medicine package was opened amd tampered with.,1,damage,0
Delivery confirmed at the door.,4,positive,1
Order mixed up with another customer,2,wrong_order,0
driver arrived 22 minutes after the estimated window.,0,delay,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
medicine package was opened and tampered with.,1,damage,0
Driver refused to carry package to my floor.,3,driver_conduct,0
Excellent service! Delivery arrived 10 mins early.,4,positive,0
Waited 50 extra minutes because of road congestion.,0,delay,0
Package delayed by 18 minutes — no update from the app.,0,delay,0
Driver was 56 min late and also quite rude about it.,0,delay,1
Item substitutef without my consent.,2,wrong_order,0
Package arrived completely crushed.,1,damage,0
took 46 minutes longer than usual but driver was very polite about the delay.,4,positive,1
My delivery was 64 minutes late with no notification.,0,delay,0
"box looked a little dented but everything inside was fine, friver was great.",1,damage,1
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Missing one item but the driver apologized and was professional.,2,wrong_order,1
order update received,4,positive,1
excellent service! delivery arrived 10 minutes early.,4,positive,0
"no complaints, everything went smoothly, thanka",4,positive,0
Driver refused to carry package to my floor.,3,driver_conduct,0
my delivery was 32 minutes late with no notification.,0,delay,0
My delivery was 16 minutes late with no notification.,0,delay,0
Received someone else's package entirely.,2,wrong_order,0
"Box looked a lottle dented but everything inside was fine, driver was great",1,damage,1
no-show — driver cancellef without warning.,3,driver_conduct,0
"Delivery was significantly delayed, arriving 58 mins past ETA.",0,delay,0
completely wrong order arrived at my address.,2,wrong_order,0
"box looked a little fented but everything inside was fine, driver was great.",0,delay,1
Received the order as scheduled.,4,positive,1
Delivery confirmed at the door.,4,positive,1
Driver gave me the wrong order and was dismiasive when I asked,2,wrong_order,1
Driver left package outside in the rain without notification,3,driver_conduct,0
Laptop corner dented — poor handling during delivery.,1,damage,0
"Arrived exactly on time, well packaged. Five stsrs",4,positive,0
Package arrived completely crushed,1,damage,0
missing one item but the driver apologized and was professional.,2,wrong_order,1
Outstanding — the driver even helped carry the heavy box.,2,wrong_order,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
"really happy with this felivery, driver was super nice",4,positive,0
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
Driver was 73 min late and also quite rude about it.,0,delay,1
Driver came by earlier.,4,positive,1
Outstamding — the driver even helped carry the heavy box.,4,positive,0
Received someone else's package entirely,2,wrong_order,0
Two out of five items missing from the delivery.,2,wrong_order,0
Wrong product delivered. Barcode doesn't match my order.,4,positive,0
"Expected in 20 mins, arrived after 70 minutes total.",0,delay,0
Driver came by earlier.,4,positive,1
"no complaints, everything went smoothly, thanks!",2,wrong_order,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
"Exprcted in 20 mins, arrived after 61 minutes total.",0,delay,0
My delivery was 29 minutes late with no notification.,0,delay,0
Great communication throughout the delivery process!,4,positive,0
Order was processed and delivered.,4,positive,1
My delivery was 26 minuyes late with no notification.,0,delay,0
"Arrived exactly on time, well packaged. Five stars!",4,positive,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
Multiple items broken. Needs urgent replacement.,1,damage,0
"Wrong item delivered, and it was also crushed on the bag",2,wrong_order,1
"Driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
"expected in 20 mins, arrived after 58 minutrs total.",0,delay,0
"wring item delivered, and it was also crushed in the bag.",2,wrong_order,1
Took 54 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Driver was polite and veey helpful.,4,positive,0
Late again — driver took 68 minutes longer than expected!,0,delay,0
Drivrr refused to carry package to my floor.,3,driver_conduct,0
Completely wrong order arrived at my address,2,wrong_order,0
Delivery condirmed at the door!,4,positive,1
Driver was polite and very helpful.,4,positive,0
"this isnt what i ordered at all, compleyely different item",2,wrong_order,0
Delivery happened today.,4,positive,1
Traffic csused a 70-minute delay. Please improve routing.,0,delay,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
Order took over 50 minutes due to heavy traffic.,0,delay,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Driver called ahead and followed all instructions perfectly.,4,positive,0
Received the order as scheduled!,4,positive,1
Item substituted without my consent.,2,wrong_order,0
Order was 26 minutes late AND the box aerived damaged.,0,delay,1
Delivery happened yoday.,4,positive,1
Driver was 90 min late and also quite rude about it.,0,delay,1
Order was 24 monutes late AND the box arrived damaged.,0,delay,1
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
missing one item but the driver apologized and was professional.,2,wrong_order,1
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
Order was 33 minutes late AND the box arrived damaged!,0,delay,1
package delayed by 40 minutes — no update from the app.,0,delay,0
received the order ss scheduled.,4,positive,1
very unprofessional behaviour from the delivery agent,1,damage,0
outstanding — the driver even helped carry the heavy box,4,positive,0
"expected in 20 mins, arrived after 73 mins total.",0,delay,0
"Box looked a little demted but everything inside was fine, driver was great.",1,damage,1
"package was a bit late but arrived in perfect condition, no complaints!",0,delay,1
Package arrived in perfect condition. Thank you!,4,positive,0
Item was broken in transit — packaging was inadequate,1,damage,0
order took over 79 minutes due to heavy traffic.,0,delay,0
Package status changed to delivered.,4,positive,1
Medicine package wss opened and tampered with.,1,damage,0
excellent service! delivery arrived 10 minutes early.,4,positive,0
"perfect delivery — no issues at all, great experience.",4,positive,0
Driver gave me the wrong order and was dismissive when I asked,1,damage,1
Fragile sticker ignored — item arrived in poeces!,1,damage,0
Got a duplicate of one item and missing another.,1,damage,0
"no complaints, everything went smoothly, thanks!",4,positive,0
"driver was using phone while driving, nearly caused accident",3,driver_conduct,0
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
driver came by earlier.,4,positive,1
waited 72 extra minutes because of road congestion.,0,delay,0
"food spilled inside the bag, everything was wet.",0,delay,0
"delivery running late again, 55 min behind schedule",0,delay,0
"Wrong item delivered — ordered size L, got size S.",2,wrong_order,0
Fastest delivery I have ever had. Very impressed.,4,positive,0
got a duplicate of one item and missing another.,2,wrong_order,0
driver marked delivered but never arrived.,3,driver_conduct,0
Package delayed by 50 mimutes — no update from the app.,0,delay,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Driver called ahead and followed all instructions perfectly!,4,positive,0
Order took over 70 minutes due to heavy traffic!,0,delay,0
item substituted without my cinsent!,2,wrong_order,0
missing one item but the driver apologized and was professional.,2,wrong_order,1
Electronics delivered with cracked screen.,1,damage,0
"item smashed, looks like it was thrown around",1,damage,0
Electronics delivered with cracked screen.,1,damage,0
My delivery was 68 minutes late with no notificstion.,0,delay,0
"carton dented heavily, product inside damaged",1,damage,0
No knock or ring — package left on the street.,1,damage,0
Shouted at me when I asked for OD verification!,3,driver_conduct,0
got my package.,4,positive,1
Driver came by earlier.,4,positive,1
got a duplicate of one item and missing another.,2,wrong_order,0
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Order was pricessed and delivered.,4,positive,1
Driver marked delivered but never arrived,3,driver_conduct,0
